instant,season,yr,mnth,day,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9770,winter,2012,2,17,0,0,5,1,2,0.3,0.3333,0.87,0.0,2,32,34
9771,winter,2012,2,17,1,0,5,1,2,0.3,0.3333,0.93,0.0,2,16,18
9772,winter,2012,2,17,2,0,5,1,2,0.3,0.3182,0.93,0.1045,1,11,12
9773,winter,2012,2,17,3,0,5,1,2,0.28,0.2879,0.93,0.1045,0,1,1
9774,winter,2012,2,17,4,0,5,1,2,0.28,0.2727,0.93,0.194,0,1,1
9775,winter,2012,2,17,5,0,5,1,2,0.28,0.2727,0.93,0.1642,0,16,16
9776,winter,2012,2,17,6,0,5,1,2,0.28,0.2879,0.96,0.1343,1,70,71
9777,winter,2012,2,17,7,0,5,1,2,0.28,0.2879,0.93,0.1045,4,222,226
9778,winter,2012,2,17,8,0,5,1,2,0.26,0.303,1.0,0.0,4,516,520
9779,winter,2012,2,17,9,0,5,1,2,0.26,0.303,1.0,0.0,8,275,283
9780,winter,2012,2,17,10,0,5,1,1,0.34,0.3182,0.71,0.2836,13,103,116
9781,winter,2012,2,17,11,0,5,1,1,0.36,0.3333,0.62,0.4179,9,133,142
9782,winter,2012,2,17,12,0,5,1,1,0.38,0.3939,0.46,0.3881,21,177,198
9783,winter,2012,2,17,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205
9784,winter,2012,2,17,14,0,5,1,1,0.4,0.4091,0.37,0.3582,33,137,170
9785,winter,2012,2,17,15,0,5,1,1,0.42,0.4242,0.35,0.4179,41,180,221
9786,winter,2012,2,17,16,0,5,1,1,0.42,0.4242,0.32,0.2985,56,251,307
9787,winter,2012,2,17,17,0,5,1,1,0.42,0.4242,0.32,0.3284,36,429,465
9788,winter,2012,2,17,18,0,5,1,1,0.4,0.4091,0.35,0.2537,15,362,377
9789,winter,2012,2,17,19,0,5,1,1,0.38,0.3939,0.37,0.2239,16,266,282
9790,winter,2012,2,17,20,0,5,1,1,0.4,0.4091,0.35,0.194,13,158,171
9791,winter,2012,2,17,21,0,5,1,1,0.38,0.3939,0.37,0.194,15,114,129
9792,winter,2012,2,17,22,0,5,1,1,0.36,0.3485,0.4,0.2239,15,92,107
9793,winter,2012,2,17,23,0,5,1,1,0.36,0.3485,0.4,0.194,10,72,82
9794,winter,2012,2,18,0,0,6,0,1,0.34,0.3333,0.42,0.1642,5,81,86
9795,winter,2012,2,18,1,0,6,0,1,0.32,0.3182,0.49,0.1642,7,38,45
9796,winter,2012,2,18,2,0,6,0,1,0.3,0.2879,0.61,0.2537,6,39,45
9797,winter,2012,2,18,3,0,6,0,1,0.28,0.2879,0.65,0.1045,3,15,18
9798,winter,2012,2,18,4,0,6,0,1,0.26,0.303,0.7,0.0,3,4,7
9799,winter,2012,2,18,5,0,6,0,1,0.24,0.2576,0.7,0.0896,0,1,1
9800,winter,2012,2,18,6,0,6,0,1,0.24,0.2879,0.7,0.0,1,8,9
9801,winter,2012,2,18,7,0,6,0,1,0.24,0.2879,0.7,0.0,8,33,41
9802,winter,2012,2,18,8,0,6,0,1,0.22,0.2727,0.87,0.0,10,92,102
9803,winter,2012,2,18,9,0,6,0,1,0.22,0.2424,0.8,0.1045,22,116,138
9804,winter,2012,2,18,10,0,6,0,1,0.26,0.2727,0.81,0.1045,48,157,205
9805,winter,2012,2,18,11,0,6,0,1,0.32,0.3333,0.57,0.1343,102,184,286
9806,winter,2012,2,18,12,0,6,0,1,0.36,0.3485,0.43,0.194,128,241,369
9807,winter,2012,2,18,13,0,6,0,1,0.4,0.4091,0.43,0.2836,165,219,384
9808,winter,2012,2,18,14,0,6,0,1,0.44,0.4394,0.35,0.3582,183,244,427
9809,winter,2012,2,18,15,0,6,0,1,0.42,0.4242,0.41,0.2537,229,270,499
9810,winter,2012,2,18,16,0,6,0,1,0.44,0.4394,0.44,0.3284,186,218,404
9811,winter,2012,2,18,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364
9812,winter,2012,2,18,18,0,6,0,1,0.46,0.4545,0.38,0.2985,70,176,246
9813,winter,2012,2,18,19,0,6,0,1,0.44,0.4394,0.44,0.1642,38,150,188
9814,winter,2012,2,18,20,0,6,0,1,0.44,0.4394,0.44,0.1642,25,123,148
9815,winter,2012,2,18,21,0,6,0,1,0.44,0.4394,0.33,0.2985,25,89,114
9816,winter,2012,2,18,22,0,6,0,1,0.4,0.4091,0.4,0.4478,17,101,118
9817,winter,2012,2,18,23,0,6,0,2,0.36,0.3333,0.4,0.3881,12,62,74
9818,winter,2012,2,19,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74
9819,winter,2012,2,19,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72
9820,winter,2012,2,19,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48
9821,winter,2012,2,19,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15
9822,winter,2012,2,19,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3
9823,winter,2012,2,19,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2
9824,winter,2012,2,19,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5
9825,winter,2012,2,19,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14
9826,winter,2012,2,19,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56
9827,winter,2012,2,19,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93
9828,winter,2012,2,19,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191
9829,winter,2012,2,19,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226
9830,winter,2012,2,19,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255
9831,winter,2012,2,19,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261
9832,winter,2012,2,19,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237
9833,winter,2012,2,19,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253
9834,winter,2012,2,19,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212
9835,winter,2012,2,19,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157
9836,winter,2012,2,19,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167
9837,winter,2012,2,19,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119
9838,winter,2012,2,19,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103
9839,winter,2012,2,19,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36
9840,winter,2012,2,19,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55
9841,winter,2012,2,19,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35
9842,winter,2012,2,20,0,1,1,0,2,0.24,0.2576,0.87,0.0896,5,36,41
9843,winter,2012,2,20,1,1,1,0,2,0.24,0.2576,0.87,0.0896,3,12,15
9844,winter,2012,2,20,2,1,1,0,2,0.24,0.2576,0.87,0.0896,1,19,20
9845,winter,2012,2,20,3,1,1,0,2,0.24,0.2273,0.81,0.194,0,8,8
9846,winter,2012,2,20,5,1,1,0,2,0.24,0.2121,0.6,0.3582,0,6,6
9847,winter,2012,2,20,6,1,1,0,1,0.24,0.197,0.52,0.4179,1,9,10
9848,winter,2012,2,20,7,1,1,0,2,0.22,0.197,0.55,0.3284,2,42,44
9849,winter,2012,2,20,8,1,1,0,1,0.2,0.1818,0.59,0.3582,9,111,120
9850,winter,2012,2,20,9,1,1,0,1,0.2,0.1818,0.59,0.3582,12,98,110
9851,winter,2012,2,20,10,1,1,0,1,0.22,0.197,0.55,0.4478,30,113,143
9852,winter,2012,2,20,11,1,1,0,1,0.26,0.2273,0.48,0.3582,45,163,208
9853,winter,2012,2,20,12,1,1,0,1,0.28,0.2727,0.45,0.2239,65,216,281
9854,winter,2012,2,20,13,1,1,0,1,0.3,0.2879,0.42,0.2836,66,246,312
9855,winter,2012,2,20,14,1,1,0,1,0.32,0.3182,0.36,0.194,57,206,263
9856,winter,2012,2,20,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289
9857,winter,2012,2,20,16,1,1,0,1,0.36,0.3788,0.29,0.1045,64,216,280
9858,winter,2012,2,20,17,1,1,0,1,0.38,0.3939,0.27,0.2537,27,226,253
9859,winter,2012,2,20,18,1,1,0,1,0.34,0.3182,0.34,0.2239,27,215,242
9860,winter,2012,2,20,19,1,1,0,1,0.34,0.3182,0.34,0.2239,8,164,172
9861,winter,2012,2,20,20,1,1,0,1,0.34,0.3333,0.34,0.194,9,117,126
9862,winter,2012,2,20,21,1,1,0,1,0.3,0.303,0.39,0.1642,8,90,98
9863,winter,2012,2,20,22,1,1,0,1,0.3,0.3182,0.45,0.0896,9,53,62
9864,winter,2012,2,20,23,1,1,0,1,0.3,0.3333,0.39,0.0,0,26,26
9865,winter,2012,2,21,0,0,2,1,1,0.26,0.303,0.65,0.0,1,11,12
9866,winter,2012,2,21,1,0,2,1,1,0.26,0.303,0.56,0.0,0,7,7
9867,winter,2012,2,21,2,0,2,1,1,0.24,0.2879,0.6,0.0,0,3,3
9868,winter,2012,2,21,4,0,2,1,1,0.22,0.2727,0.64,0.0,0,2,2
9869,winter,2012,2,21,5,0,2,1,1,0.2,0.2576,0.69,0.0,0,15,15
9870,winter,2012,2,21,6,0,2,1,1,0.2,0.2576,0.75,0.0,3,83,86
9871,winter,2012,2,21,7,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279
9872,winter,2012,2,21,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464
9873,winter,2012,2,21,9,0,2,1,1,0.2,0.2273,0.75,0.1045,6,211,217
9874,winter,2012,2,21,10,0,2,1,1,0.24,0.2273,0.7,0.194,8,77,85
9875,winter,2012,2,21,11,0,2,1,2,0.26,0.2424,0.7,0.2836,5,81,86
9876,winter,2012,2,21,12,0,2,1,2,0.3,0.2727,0.56,0.3881,16,147,163
9877,winter,2012,2,21,13,0,2,1,1,0.34,0.303,0.49,0.4179,8,123,131
9878,winter,2012,2,21,14,0,2,1,2,0.32,0.2879,0.53,0.3881,16,108,124
9879,winter,2012,2,21,15,0,2,1,1,0.34,0.303,0.49,0.4179,23,137,160
9880,winter,2012,2,21,16,0,2,1,1,0.36,0.3333,0.46,0.4179,14,240,254
9881,winter,2012,2,21,17,0,2,1,1,0.38,0.3939,0.4,0.4478,21,411,432
9882,winter,2012,2,21,18,0,2,1,1,0.38,0.3939,0.4,0.4478,11,414,425
9883,winter,2012,2,21,19,0,2,1,1,0.36,0.3333,0.46,0.2985,5,299,304
9884,winter,2012,2,21,20,0,2,1,1,0.34,0.3182,0.53,0.2537,4,223,227
9885,winter,2012,2,21,21,0,2,1,1,0.34,0.3333,0.61,0.1642,7,147,154
9886,winter,2012,2,21,22,0,2,1,2,0.34,0.3333,0.71,0.194,3,97,100
9887,winter,2012,2,21,23,0,2,1,1,0.32,0.303,0.66,0.2239,1,46,47
9888,winter,2012,2,22,0,0,3,1,1,0.32,0.303,0.66,0.2239,5,19,24
9889,winter,2012,2,22,1,0,3,1,1,0.32,0.3333,0.7,0.1343,3,4,7
9890,winter,2012,2,22,2,0,3,1,1,0.34,0.3182,0.66,0.2836,1,5,6
9891,winter,2012,2,22,3,0,3,1,2,0.34,0.3182,0.71,0.2239,1,3,4
9892,winter,2012,2,22,4,0,3,1,1,0.34,0.3333,0.71,0.1642,0,2,2
9893,winter,2012,2,22,5,0,3,1,1,0.32,0.3333,0.7,0.1045,1,29,30
9894,winter,2012,2,22,6,0,3,1,1,0.32,0.3182,0.76,0.1642,5,85,90
9895,winter,2012,2,22,7,0,3,1,1,0.32,0.3333,0.76,0.0896,10,292,302
9896,winter,2012,2,22,8,0,3,1,1,0.3,0.3182,0.75,0.0896,9,567,576
9897,winter,2012,2,22,9,0,3,1,1,0.32,0.3333,0.7,0.0896,11,241,252
9898,winter,2012,2,22,10,0,3,1,1,0.34,0.3485,0.71,0.0896,17,122,139
9899,winter,2012,2,22,11,0,3,1,1,0.36,0.3485,0.66,0.1642,22,149,171
9900,winter,2012,2,22,12,0,3,1,1,0.4,0.4091,0.62,0.2836,21,186,207
9901,winter,2012,2,22,13,0,3,1,1,0.42,0.4242,0.54,0.2985,15,175,190
9902,winter,2012,2,22,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177
9903,winter,2012,2,22,15,0,3,1,1,0.5,0.4848,0.31,0.4179,34,161,195
9904,winter,2012,2,22,16,0,3,1,1,0.52,0.5,0.29,0.4627,30,268,298
9905,winter,2012,2,22,17,0,3,1,1,0.52,0.5,0.32,0.3881,43,486,529
9906,winter,2012,2,22,18,0,3,1,2,0.48,0.4697,0.41,0.3284,42,483,525
9907,winter,2012,2,22,19,0,3,1,2,0.46,0.4545,0.44,0.2836,22,305,327
9908,winter,2012,2,22,20,0,3,1,2,0.44,0.4394,0.47,0.194,25,249,274
9909,winter,2012,2,22,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239
9910,winter,2012,2,22,22,0,3,1,2,0.44,0.4394,0.47,0.2537,18,129,147
9911,winter,2012,2,22,23,0,3,1,2,0.46,0.4545,0.41,0.2836,5,57,62
9912,winter,2012,2,23,0,0,4,1,2,0.44,0.4394,0.47,0.2537,12,30,42
9913,winter,2012,2,23,1,0,4,1,2,0.44,0.4394,0.58,0.2836,3,12,15
9914,winter,2012,2,23,2,0,4,1,2,0.44,0.4394,0.62,0.2239,5,4,9
9915,winter,2012,2,23,3,0,4,1,3,0.44,0.4394,0.67,0.194,2,4,6
9916,winter,2012,2,23,4,0,4,1,1,0.4,0.4091,0.76,0.2239,0,1,1
9917,winter,2012,2,23,5,0,4,1,1,0.4,0.4091,0.76,0.2239,2,30,32
9918,winter,2012,2,23,6,0,4,1,1,0.36,0.3485,0.87,0.194,3,88,91
9919,winter,2012,2,23,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326
9920,winter,2012,2,23,8,0,4,1,1,0.34,0.3333,0.87,0.194,11,549,560
9921,winter,2012,2,23,9,0,4,1,1,0.36,0.3333,0.81,0.2537,14,228,242
9922,winter,2012,2,23,10,0,4,1,1,0.42,0.4242,0.67,0.194,41,107,148
9923,winter,2012,2,23,11,0,4,1,1,0.48,0.4697,0.48,0.2836,54,128,182
9924,winter,2012,2,23,12,0,4,1,1,0.5,0.4848,0.42,0.2537,25,199,224
9925,winter,2012,2,23,13,0,4,1,1,0.52,0.5,0.39,0.194,30,188,218
9926,winter,2012,2,23,14,0,4,1,1,0.54,0.5152,0.37,0.2537,36,156,192
9927,winter,2012,2,23,15,0,4,1,1,0.54,0.5152,0.33,0.1343,46,171,217
9928,winter,2012,2,23,16,0,4,1,1,0.56,0.5303,0.32,0.0,45,298,343
9929,winter,2012,2,23,17,0,4,1,1,0.54,0.5152,0.32,0.1642,49,561,610
9930,winter,2012,2,23,18,0,4,1,1,0.54,0.5152,0.37,0.1343,36,486,522
9931,winter,2012,2,23,19,0,4,1,1,0.5,0.4848,0.39,0.0896,20,349,369
9932,winter,2012,2,23,20,0,4,1,1,0.46,0.4545,0.44,0.1343,23,246,269
9933,winter,2012,2,23,21,0,4,1,1,0.44,0.4394,0.51,0.2239,17,205,222
9934,winter,2012,2,23,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137
9935,winter,2012,2,23,23,0,4,1,1,0.44,0.4394,0.54,0.0,14,71,85
9936,winter,2012,2,24,0,0,5,1,2,0.44,0.4394,0.58,0.0896,12,34,46
9937,winter,2012,2,24,1,0,5,1,1,0.44,0.4394,0.62,0.194,3,15,18
9938,winter,2012,2,24,2,0,5,1,3,0.42,0.4242,0.77,0.2836,1,4,5
9939,winter,2012,2,24,3,0,5,1,1,0.42,0.4242,0.82,0.1343,0,5,5
9940,winter,2012,2,24,4,0,5,1,1,0.4,0.4091,0.87,0.1343,0,2,2
9941,winter,2012,2,24,5,0,5,1,2,0.4,0.4091,0.87,0.194,1,25,26
9942,winter,2012,2,24,6,0,5,1,2,0.4,0.4091,0.87,0.1642,2,80,82
9943,winter,2012,2,24,7,0,5,1,2,0.4,0.4091,0.76,0.2239,7,265,272
9944,winter,2012,2,24,8,0,5,1,2,0.38,0.3939,0.76,0.3284,17,452,469
9945,winter,2012,2,24,9,0,5,1,3,0.36,0.3333,0.81,0.2537,15,229,244
9946,winter,2012,2,24,10,0,5,1,3,0.36,0.3485,0.81,0.1642,22,119,141
9947,winter,2012,2,24,11,0,5,1,2,0.36,0.3636,0.81,0.1045,27,136,163
9948,winter,2012,2,24,12,0,5,1,2,0.4,0.4091,0.76,0.1343,27,201,228
9949,winter,2012,2,24,13,0,5,1,2,0.42,0.4242,0.71,0.1045,30,153,183
9950,winter,2012,2,24,14,0,5,1,2,0.46,0.4545,0.67,0.1045,5,26,31
9951,winter,2012,2,24,15,0,5,1,3,0.4,0.4091,0.87,0.194,11,83,94
9952,winter,2012,2,24,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,178
9953,winter,2012,2,24,17,0,5,1,3,0.42,0.4242,0.94,0.1045,14,242,256
9954,winter,2012,2,24,18,0,5,1,2,0.42,0.4242,0.94,0.0,11,289,300
9955,winter,2012,2,24,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233
9956,winter,2012,2,24,20,0,5,1,1,0.44,0.4394,0.62,0.4179,8,159,167
9957,winter,2012,2,24,21,0,5,1,1,0.42,0.4242,0.35,0.806,1,151,152
9958,winter,2012,2,24,22,0,5,1,1,0.4,0.4091,0.37,0.5821,4,102,106
9959,winter,2012,2,24,23,0,5,1,1,0.38,0.3939,0.37,0.6866,10,76,86
9960,winter,2012,2,25,0,0,6,0,1,0.36,0.3333,0.43,0.3881,5,56,61
9961,winter,2012,2,25,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46
9962,winter,2012,2,25,2,0,6,0,1,0.32,0.303,0.45,0.2537,1,37,38
9963,winter,2012,2,25,3,0,6,0,1,0.3,0.2727,0.45,0.2985,0,7,7
9964,winter,2012,2,25,4,0,6,0,1,0.3,0.2727,0.42,0.3284,0,2,2
9965,winter,2012,2,25,5,0,6,0,2,0.3,0.2727,0.42,0.2985,0,3,3
9966,winter,2012,2,25,6,0,6,0,2,0.3,0.2727,0.42,0.2985,1,12,13
9967,winter,2012,2,25,7,0,6,0,1,0.28,0.2424,0.45,0.4478,3,20,23
9968,winter,2012,2,25,8,0,6,0,1,0.26,0.2273,0.48,0.2985,3,90,93
9969,winter,2012,2,25,9,0,6,0,3,0.22,0.197,0.75,0.3284,15,107,122
9970,winter,2012,2,25,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,183
9971,winter,2012,2,25,11,0,6,0,1,0.3,0.2576,0.39,0.6119,23,187,210
9972,winter,2012,2,25,12,0,6,0,1,0.32,0.2727,0.29,0.6567,41,217,258
9973,winter,2012,2,25,13,0,6,0,1,0.32,0.2879,0.31,0.4925,48,178,226
9974,winter,2012,2,25,14,0,6,0,1,0.32,0.2727,0.29,0.5522,35,181,216
9975,winter,2012,2,25,15,0,6,0,1,0.32,0.2879,0.29,0.4179,21,211,232
9976,winter,2012,2,25,16,0,6,0,1,0.32,0.2727,0.26,0.5821,32,163,195
9977,winter,2012,2,25,17,0,6,0,1,0.3,0.2727,0.33,0.3582,16,143,159
9978,winter,2012,2,25,18,0,6,0,1,0.3,0.2576,0.28,0.5821,7,126,133
9979,winter,2012,2,25,19,0,6,0,1,0.26,0.2121,0.33,0.4478,12,137,149
9980,winter,2012,2,25,20,0,6,0,1,0.26,0.2121,0.3,0.5522,10,95,105
9981,winter,2012,2,25,21,0,6,0,1,0.24,0.2121,0.35,0.3284,5,80,85
9982,winter,2012,2,25,22,0,6,0,1,0.24,0.197,0.38,0.4627,4,78,82
9983,winter,2012,2,25,23,0,6,0,1,0.24,0.197,0.41,0.4179,7,84,91
9984,winter,2012,2,26,0,0,0,0,1,0.24,0.2121,0.41,0.3582,7,63,70
9985,winter,2012,2,26,1,0,0,0,1,0.24,0.2121,0.44,0.3284,5,50,55
9986,winter,2012,2,26,2,0,0,0,1,0.24,0.2121,0.44,0.3284,5,37,42
9987,winter,2012,2,26,3,0,0,0,1,0.24,0.2273,0.41,0.194,0,21,21
9988,winter,2012,2,26,4,0,0,0,1,0.24,0.2273,0.41,0.194,1,5,6
9989,winter,2012,2,26,5,0,0,0,1,0.22,0.2121,0.44,0.2239,0,5,5
9990,winter,2012,2,26,6,0,0,0,1,0.22,0.197,0.44,0.3284,0,2,2
9991,winter,2012,2,26,7,0,0,0,1,0.2,0.1818,0.51,0.2985,2,20,22
9992,winter,2012,2,26,8,0,0,0,1,0.2,0.197,0.51,0.2537,2,57,59
9993,winter,2012,2,26,9,0,0,0,1,0.22,0.2121,0.47,0.2239,11,76,87
9994,winter,2012,2,26,10,0,0,0,1,0.26,0.2576,0.41,0.1642,27,161,188
9995,winter,2012,2,26,11,0,0,0,1,0.28,0.2576,0.41,0.2836,43,184,227
9996,winter,2012,2,26,12,0,0,0,1,0.3,0.303,0.39,0.1343,49,256,305
9997,winter,2012,2,26,13,0,0,0,1,0.32,0.3333,0.36,0.0,58,267,325
9998,winter,2012,2,26,14,0,0,0,1,0.34,0.3485,0.31,0.0,68,263,331
9999,winter,2012,2,26,15,0,0,0,1,0.36,0.3485,0.29,0.0,72,281,353
10000,winter,2012,2,26,16,0,0,0,1,0.36,0.3333,0.32,0.2537,64,275,339
10001,winter,2012,2,26,17,0,0,0,1,0.36,0.3485,0.32,0.2239,46,241,287
10002,winter,2012,2,26,18,0,0,0,1,0.34,0.3182,0.36,0.2836,17,199,216
10003,winter,2012,2,26,19,0,0,0,1,0.34,0.3333,0.34,0.1642,13,130,143
10004,winter,2012,2,26,20,0,0,0,1,0.32,0.3182,0.42,0.1642,9,79,88
10005,winter,2012,2,26,21,0,0,0,1,0.3,0.303,0.45,0.1343,8,75,83
10006,winter,2012,2,26,22,0,0,0,1,0.3,0.2879,0.42,0.2239,3,68,71
10007,winter,2012,2,26,23,0,0,0,1,0.26,0.2576,0.56,0.1642,5,59,64
10008,winter,2012,2,27,0,0,1,1,1,0.26,0.2424,0.6,0.2537,2,27,29
10009,winter,2012,2,27,1,0,1,1,1,0.26,0.2576,0.65,0.2239,0,6,6
10010,winter,2012,2,27,2,0,1,1,1,0.26,0.2273,0.7,0.2985,0,4,4
10011,winter,2012,2,27,3,0,1,1,1,0.24,0.2424,0.75,0.1642,0,2,2
10012,winter,2012,2,27,4,0,1,1,1,0.22,0.2273,0.8,0.1343,0,1,1
10013,winter,2012,2,27,5,0,1,1,1,0.22,0.2273,0.8,0.1343,0,16,16
10014,winter,2012,2,27,6,0,1,1,1,0.24,0.2273,0.7,0.2537,1,89,90
10015,winter,2012,2,27,7,0,1,1,1,0.24,0.2273,0.6,0.2239,2,278,280
10016,winter,2012,2,27,8,0,1,1,1,0.24,0.2424,0.6,0.0,14,514,528
10017,winter,2012,2,27,9,0,1,1,1,0.26,0.2576,0.6,0.194,11,219,230
10018,winter,2012,2,27,10,0,1,1,1,0.32,0.303,0.45,0.2537,16,88,104
10019,winter,2012,2,27,11,0,1,1,1,0.36,0.3333,0.43,0.2537,11,92,103
10020,winter,2012,2,27,12,0,1,1,1,0.4,0.4091,0.37,0.2985,13,164,177
10021,winter,2012,2,27,13,0,1,1,1,0.4,0.4091,0.43,0.2836,23,159,182
10022,winter,2012,2,27,14,0,1,1,1,0.46,0.4545,0.36,0.2836,24,134,158
10023,winter,2012,2,27,15,0,1,1,1,0.52,0.5,0.25,0.4179,24,150,174
10024,winter,2012,2,27,16,0,1,1,1,0.54,0.5152,0.26,0.4478,20,266,286
10025,winter,2012,2,27,17,0,1,1,1,0.54,0.5152,0.24,0.4478,26,503,529
10026,winter,2012,2,27,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527
10027,winter,2012,2,27,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334
10028,winter,2012,2,27,20,0,1,1,1,0.48,0.4697,0.33,0.3582,11,208,219
10029,winter,2012,2,27,21,0,1,1,1,0.46,0.4545,0.36,0.2836,14,181,195
10030,winter,2012,2,27,22,0,1,1,1,0.44,0.4394,0.44,0.2537,9,83,92
10031,winter,2012,2,27,23,0,1,1,1,0.42,0.4242,0.5,0.1642,6,50,56
10032,winter,2012,2,28,0,0,2,1,1,0.42,0.4242,0.54,0.1343,0,10,10
10033,winter,2012,2,28,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6
10034,winter,2012,2,28,2,0,2,1,1,0.4,0.4091,0.54,0.1045,1,2,3
10035,winter,2012,2,28,3,0,2,1,1,0.4,0.4091,0.32,0.3582,0,6,6
10036,winter,2012,2,28,4,0,2,1,1,0.32,0.2879,0.42,0.3582,0,2,2
10037,winter,2012,2,28,5,0,2,1,1,0.32,0.2879,0.42,0.3582,1,20,21
10038,winter,2012,2,28,6,0,2,1,1,0.3,0.2727,0.45,0.3284,1,100,101
10039,winter,2012,2,28,7,0,2,1,1,0.28,0.2576,0.45,0.2985,12,313,325
10040,winter,2012,2,28,8,0,2,1,1,0.26,0.2424,0.48,0.2836,16,543,559
10041,winter,2012,2,28,9,0,2,1,1,0.28,0.2576,0.45,0.3582,7,225,232
10042,winter,2012,2,28,10,0,2,1,1,0.3,0.2727,0.42,0.2985,14,118,132
10043,winter,2012,2,28,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163
10044,winter,2012,2,28,12,0,2,1,1,0.36,0.3485,0.34,0.1343,19,164,183
10045,winter,2012,2,28,13,0,2,1,1,0.36,0.3636,0.32,0.1045,16,174,190
10046,winter,2012,2,28,14,0,2,1,1,0.4,0.4091,0.28,0.1045,13,121,134
10047,winter,2012,2,28,15,0,2,1,1,0.42,0.4242,0.26,0.0896,17,149,166
10048,winter,2012,2,28,16,0,2,1,1,0.42,0.4242,0.28,0.0896,17,270,287
10049,winter,2012,2,28,17,0,2,1,1,0.42,0.4242,0.26,0.0896,33,497,530
10050,winter,2012,2,28,18,0,2,1,1,0.42,0.4242,0.28,0.1642,17,432,449
10051,winter,2012,2,28,19,0,2,1,1,0.42,0.4242,0.26,0.0,15,291,306
10052,winter,2012,2,28,20,0,2,1,1,0.4,0.4091,0.3,0.1343,2,202,204
10053,winter,2012,2,28,21,0,2,1,1,0.34,0.3485,0.46,0.1045,10,178,188
10054,winter,2012,2,28,22,0,2,1,1,0.34,0.3485,0.46,0.1045,6,95,101
10055,winter,2012,2,28,23,0,2,1,1,0.32,0.303,0.53,0.2239,4,61,65
10056,winter,2012,2,29,0,0,3,1,1,0.32,0.3333,0.53,0.1045,2,30,32
10057,winter,2012,2,29,1,0,3,1,1,0.32,0.3333,0.49,0.1045,0,6,6
10058,winter,2012,2,29,2,0,3,1,1,0.3,0.2879,0.56,0.2239,0,4,4
10059,winter,2012,2,29,3,0,3,1,1,0.28,0.303,0.7,0.0896,0,2,2
10060,winter,2012,2,29,5,0,3,1,1,0.26,0.2879,0.75,0.0896,0,29,29
10061,winter,2012,2,29,6,0,3,1,2,0.28,0.303,0.75,0.0896,4,100,104
10062,winter,2012,2,29,7,0,3,1,2,0.26,0.2727,0.81,0.1343,11,242,253
10063,winter,2012,2,29,8,0,3,1,2,0.28,0.2879,0.75,0.1045,2,114,116
10064,winter,2012,2,29,9,0,3,1,3,0.3,0.303,0.81,0.1642,5,33,38
10065,winter,2012,2,29,10,0,3,1,3,0.3,0.303,0.81,0.1642,0,10,10
10066,winter,2012,2,29,11,0,3,1,3,0.3,0.2879,0.87,0.194,1,9,10
10067,winter,2012,2,29,12,0,3,1,3,0.32,0.303,0.93,0.3284,1,69,70
